"name","initial","time","nodes","unused","optimal","value"
"ta001",1297,0,0,1,TRUE,1278
"ta002",1366,0,26019,305630,TRUE,1359
"ta003",1114,0,21,324,TRUE,1081
"ta004",1314,0,16,247,TRUE,1293
"ta005",1278,0,82199,656672,TRUE,1235
"ta006",1228,0,58,857,TRUE,1195
"ta007",1273,0,0,1,TRUE,1234
"ta008",1222,0,21,325,TRUE,1206
"ta009",1273,0,454,4688,TRUE,1230
"ta010",1151,0,5,87,TRUE,1108
"ta011",1622,4,183654,1262380,TRUE,1582
"ta012",1732,3,109364,1022297,TRUE,1659
"ta013",1563,4,170845,1399416,TRUE,1496
"ta014",1429,1,41096,303451,TRUE,1377
"ta015",1504,1,39934,317368,TRUE,1419
"ta016",1445,0,3568,36034,TRUE,1397
"ta017",1539,275,9857028,72692404,TRUE,1484
"ta018",1601,3,125451,1224761,TRUE,1538
"ta019",1648,0,1667,19578,TRUE,1593
"ta020",1684,9,290443,2716275,TRUE,1591
"ta021",2394,3600,25248968,199323139,FALSE,1996
"ta022",2181,3600,31692013,262588736,FALSE,1930
"ta023",2386,3600,20696405,179587999,FALSE,2008
"ta024",2262,3600,28491683,238678242,FALSE,1985
"ta025",2353,3600,31450008,271731014,FALSE,2048
"ta026",2283,3600,32208795,270446920,FALSE,2067
"ta027",2386,3600,27428419,251779815,FALSE,2067
"ta028",2283,1546,13474286,118246955,TRUE,2200
"ta029",2360,1486,13348266,114334849,TRUE,2237
"ta030",2260,367,3241893,29204825,TRUE,2178
"ta031",2729,0,0,1,TRUE,2724
"ta032",2848,0,10,474,TRUE,2834
"ta033",2628,0,21,980,TRUE,2621
"ta034",2773,0,15,692,TRUE,2751
"ta035",2864,0,240,10394,TRUE,2863
"ta036",2836,0,15,709,TRUE,2829
"ta037",2747,0,7,335,TRUE,2725
"ta038",2684,0,0,1,TRUE,2683
"ta039",2590,0,37,1667,TRUE,2552
"ta040",2782,0,2,98,TRUE,2782
"ta041",3126,7,80132,2044123,TRUE,2991
"ta042",3062,405,4132883,98912169,TRUE,2867
"ta043",3025,324,4706113,82527608,TRUE,2839
"ta044",3187,0,1082,47107,TRUE,3063
"ta045",3146,4,46396,1700215,TRUE,2976
"ta046",3169,0,77,3487,TRUE,3006
"ta047",3289,151,1548521,60007663,TRUE,3093
"ta048",3184,0,287,12538,TRUE,3037
"ta049",3032,3,29661,835678,TRUE,2897
"ta050",3215,421,5792698,112204587,TRUE,3065
"ta051",4051,3600,17552164,603036905,FALSE,3563
"ta052",3975,3600,10148909,313978517,FALSE,3529
"ta053",3855,3600,18652612,651403203,FALSE,3389
"ta054",3927,3600,11429297,373651305,FALSE,3449
"ta055",3860,3600,18232809,628321763,FALSE,3406
"ta056",3979,3600,9674012,261796702,FALSE,3505
"ta057",3934,3600,9529310,293397282,FALSE,3493
"ta058",3926,3600,15078321,511765943,FALSE,3451
"ta059",3941,3600,10820731,333637642,FALSE,3482
"ta060",3961,3600,9656630,296871720,FALSE,3536
"ta061",5504,0,0,1,TRUE,5493
"ta062",5291,8,23038,2145458,TRUE,5268
"ta063",5195,0,18,1726,TRUE,5175
"ta064",5029,0,1181,111498,TRUE,5014
"ta065",5255,0,22,2122,TRUE,5250
"ta066",5139,0,1883,179067,TRUE,5135
"ta067",5247,0,296,28464,TRUE,5246
"ta068",5115,28,88767,8006125,TRUE,5094
"ta069",5454,0,0,1,TRUE,5448
"ta070",5346,2266,7535625,678597238,TRUE,5322
"ta071",5899,0,8,771,TRUE,5770
"ta072",5493,0,36,3424,TRUE,5349
"ta073",5780,3600,9130737,725921336,FALSE,5661
"ta074",5965,0,5,490,TRUE,5781
"ta075",5643,1,2176,188611,TRUE,5467
"ta076",5414,0,18,1747,TRUE,5303
"ta077",5688,3600,9263686,756357949,FALSE,5539
"ta078",5719,0,144,13596,TRUE,5617
"ta079",5986,0,110,10322,TRUE,5871
"ta080",5903,173,303644,28263874,TRUE,5845
"ta081",6574,3600,5136177,431532893,FALSE,5926
"ta082",6534,566,1051168,80770099,TRUE,6183
"ta083",6582,3600,5399413,393976055,FALSE,6183
"ta084",6606,3600,4866707,422925531,FALSE,6107
"ta085",6601,3600,5697047,493904884,FALSE,6188
"ta086",6734,3600,7774704,571228643,FALSE,6203
"ta087",6602,3600,5353938,435590426,FALSE,6073
"ta088",6771,3600,5560168,447212988,FALSE,6176
"ta089",6660,3600,5806137,495237508,FALSE,6048
"ta090",6662,3600,5731568,471838923,FALSE,6348
"ta091",10942,3600,1881469,358044924,FALSE,10836
"ta092",10700,12,6037,1146325,TRUE,10480
"ta093",11045,0,58,11273,TRUE,10922
"ta094",10931,3600,1627448,310870187,FALSE,10863
"ta095",10627,2,1015,196812,TRUE,10524
"ta096",10534,3600,1826706,349728557,FALSE,10311
"ta097",10959,3600,1670983,319320884,FALSE,10849
"ta098",10845,137,69604,13213474,TRUE,10730
"ta099",10502,3,1697,330823,TRUE,10438
"ta100",10821,25,11408,2204387,TRUE,10675
